listId,value,name,definition
CNL3136,HMCA_HALAL_MONTREAL_CERTIFICATION_AUTHORITY,HMCA - Halal Montreal Certification Authority,"The mission at Halal Montreal Certification Authority (HMCA) has always been that of guidance and support to companies wishing to broaden their Halal market potential, whether local or abroad."
CNL3136,HOCHSTAMM_SUISSE,Hochstamm Suisse,Only fruits from high stem fruit trees
CNL3136,HOW_2_RECYCLE,How2Recycle,How2Recycle is a standardized labeling system that clearly communicates recycling instructions to the public. It involves a coalition of forward thinking brands who want their packaging to be recycled and are empowering consumers through smart packaging labels. The How2Recycle label was created to provide consistent and transparent on-package recycling information to consumers in North America.
CNL3136,HUMANE_HEARTLAND,Humane Heartland,Humane Heartland attribute includes all products that present a Humane Heartland logo.
CNL3136,HYPERTENSION_CANADA_MEDICAL_DEVICE,Hypertension Canada Medical Device,"Hypertension Canada is the only national non-profit organization dedicated solely to the prevention and control of hypertension and its complications. We work with leading minds across medical and health disciplines to advance research and professional and public education, and with policy makers to ensure Canadians can avoid the potentially deadly complications of hypertension."
CNL3136,ICADA,ICADA mark for organic and natural cosmetics,"The ICADA (International Cosmetic and Detergents Association) mark makes it for the consumer visible that only raw materials were used for the production of organic and natural cosmetics, which conform to the strict requirements."
CNL3136,ICEA,"ICEA mark (Instituto Certicazione Etica e Ambientale, respect of people and nature)","ICEA (Instituto Certicazione Etica e Ambientale, Environmental and Ethical Certification Institute) is a Consortium that control and certifies companies that carry out their activities in respect of people and nature, defending workers dignity and rights of consumers. ICEA is among most important bodies of the sector in Italy and in Europe, where it operates to favour a fair and socially sustainable development that ranges from organic farming to other bio related sectors."
CNL3136,ICELAND_RESPONSIBLE_FISHERIES,ICELAND FISHERY,The Iceland Responsible Fisheries logo indicates Icelandic origin of fish catches in Icelandic waters and responsible fisheries management.
CNL3136,ICS_ORGANIC,"Organic Certifying Body - International Certification Services, Inc. (ICS), North Dakota, USA","Organic Certification assures consumers that organically produced foods and textiles meet a consistent set of standards that were developed and are regulated by the USDA National Organic Program (USDA NOP), or similar internationally recognized standard. In order to label products as Organic, certification is required by law in the U.S. and many other countries. As a USDA NOP Accredited Certifier, ICS verifies that all its clients are compliant with these standards. ICS certifies all categories of operations: Family Farms, Commercial Farms, On-farm processing, Contract Services, Processor/Manufacturers, and Handlers."
CNL3136,IFANCA_HALAL,IFANCA Halal,"IFANCA, one of the world's leading resources for halal information. Halal, when applied to food, is a dietary set of guidelines for Muslims living an Islamic lifestyle. Since 1982, IFANCA is committed to helping halal consumers through research, education and advocacy. One of the services IFANCA provides to halal consumers is third-party halal certification. Our certification symbol, the Crescent helps halal consumers select goods, assuring them that what they buy is halal without a doubt."
CNL3136,IFOAM,IFOAM Accreditation (fair and orderly trade of organic products),International Federation of Organic Agriculture Movements (IFOAM) Accreditation is primarily a means of ensuring fair and orderly trade of organic products. It is in this sense a service for the trade and producers as well as for certifiers. IFOAM Accreditation facilitates equivalency of organic certification bodies worldwide by confirming whether they meet IFOAM's international norms.
CNL3136,IFS_HPC,IFS HPC (Standard that helps to comply with all legal food and non-food safety and quality requirements),IFS Standards help to comply with all legal food and non-food safety and quality requirements and give common and transparent standards to all concerned suppliers and service providers as well as a concrete and strong answer to the high safety and quality expectations of customers.
CNL3136,IGP,IGP,"The IGP label (indication géographique protégée) is for products with a protected geographical indication. This means that the speciality has either been produced, processed, or refined in the place of origin. The raw materials used are 100 % Swiss in origin."
CNL3136,IHTK_SEAL,IHT seal (without animal experiments),Cosmetics according to the guidelines of the German Society for the Prevention of Cruelty to Animals ( Deutscher Tierschutzbund e. V. ) The German Society for the Prevention of Cruelty to Animals and the International Manufactory Association against Animal Testing in Cosmetics ( IHTK e. V.) carry on their consequent work against animal testing in 2001.
CNL3136,IKB_EIEREN,IKB EIEREN (Dutch quality system for the production of eggs),IKB egg is a Dutch quality system for the production of eggs.
CNL3136,IKB_KIP,IKB KIP (Chicken quality mark) (Benelux),"The Product Board for Poultry and Eggs has registered the IKB Chicken quality mark with the Benelux Trademarks Office, for the purpose of recognisability of rigorously inspected, quality poultry meat, produced and handled in conformity with the regulations of the IKB Chicken certification scheme stipulated by the management of the Product Board for Poultry and Eggs."
CNL3136,IKB_VARKEN,IKB VARKEN (Dutch quality system for pork meat products),"Products produced within the Dutch quality system IKB pig come from companies that are checked with regard to their use of animal feed, use of animal medication, hygiene and transportation."
CNL3136,INDEKLIMA_MAERKET,Indeklima Maerket,"Dansk Indeklima Mærkning (DIM) is a voluntary labeling scheme. DIM requires documented limited emission of gas, fibres, particles and smell to secure high indoor climate."
CNL3136,INSTITUT_FRESENIUS,FRESENIUS (quality seal for food and cooking products),"This INSTITUT FRESENIUS Quality Seal on a package, certify, that this item is a quality product that consumer can trust in. That’s because Fresenius thoroughly examine products, that indicates it is high-class quality. The main focus on food products and related cooking products."
CNL3136,INT_PROTECTION,INTPROTECTION (Intern. rating for electr. appliances on protection against internal damage and danger to the user),"The IP Code (International Protection Rating, sometimes called Ingress Protection) on electrical appliances is an indication of the degree of protection of the design of electrical and electronic equipment against internal damage in ""hostile environments"" and against any danger to the user. The IP designation is internationally standardized in IEC 60529. The IP designation has two numbers: the first indicates the degree of protection against contact and ingress of objects, the second indicates the degree of protection against moisture. Companies can use their own logo."
CNL3136,INTEGRITY_AND_SUSTAINABILITY_CERTIFIED,Integrity and Sustainability Certified,"Certification: Integrity and Sustainability Certified. National, South Africa. Integrity and Sustainability Certified is IPW + Wine of Origin in a single label. It must include vineyards, winery, processing and packaging. http://www.swsa.co.za/"
CNL3136,INTERNATIONAL_ALOE_SCIENCE_COUNCIL_CERTIFICATE,International Aloe Science Council Certificate,The International Aloe Science Council Cert certification includes all products that have published the International Aloe Science Council Certification stamp on their package.
CNL3136,INTERNATIONAL_KOSHER_COUNCIL,International Kosher Council,The International Kosher Council was established to assist food manufacturers in the many facets that encompass getting a product kosher certified.
CNL3136,INTERNATIONAL_TASTE_QUALITY,International Taste & Quality (iTQi) Superior Taste Award,"The Superior Taste Award label is a powerful marketing tool that is used to communicate about the products and the company's success, in both domestically and internationally. Its visibility of the label brings an immediate differentiation amongst the vast product choices on the marketplace and reassures consumers in their buying decision."
CNL3136,INTERTEK_CERTIFICATE,Intertek Certificate,The ETL Mark is proof of product compliance to North American safety standards. Authorities Having Jurisdiction(AHJs) and code officials across the US and Canada accept the ETL Listed Mark as proof of product compliance to published industry standards. The ETL Listed Mark is proof that a product has been independently tested and meets the applicable published standard.
CNL3136,INTERTEK_ETL,Intertek Electrical Testing Laboratories (ETL) Mark - Standards for electrical products in North America,"Intertek’s ETL Mark is a safety mark which is recognised all over North America. It indicates that your product has been tested by an accredited third party testing laboratory, and meets the applicable safety standards and minimal requirements for sale or distribution within North America."
CNL3136,IP_SUISSE,IP Suisse,High quality products which are produced environmentally friendly and in line with the animal needs.
CNL3136,ISEAL_ALLIANCE,ISEAL ALLIANCE - Global association for sustainability standards,ISEAL is the global association for sustainability standards. They develop guidance and facilitate coordinated efforts to improve their members’ effectiveness and scale up their social and environmental impacts.
CNL3136,ISO_QUALITY,ISO Quality,"Products bearing this certification are certified by a 3rd party ensuring they follow the ISO standards. ISO standards give world-class specifications for products, services and systems, to ensure quality, safety and efficiency. They are instrumental in facilitating international trade."
CNL3136,IVN_NATURAL_LEATHER,IVN NATURAL LEATHER (eco-friendly leather products in Europe),"""Naturleder"" is an IVN ( Internationaler Verband der Naturtextilwirtschaft e. V.) standard. This is the only standard for eco-friendly leather products in Europe. All products certified with this standard offer a high level of ecology and quality."
CNL3136,IVN_NATURAL_TEXTILES_BEST,IVN NATURAL TEXTILES BEST (eco-friendly textile products),"This IVN ( Internationaler Verband der Naturtextilwirtschaft e. V.) quality seal, well known within Europe, currently sets the strictest ecological standard for textile production at the highest technical level currently feasible. BEST reflects the standards for eco-friendly textiles developed by the International Association of Natural Textile Industry (IVN) since 1990 and reviews the entire textile production chain both in terms of ecological standards and in terms of social accountability."
CNL3136,IVO_OMEGA3,"IVO Seal - International Verified Omega-3 e.g., Fish oil","International Verified Omega-3 is an independent not-for-profit organization whose goal is to: 1) increase consumer confidence in the quality of marine oils (including fish oils) rich in omega-3s, 2) help consumers identify and select the best omega-3 products for their health, 3) to advocate for and support responsible marine stewardship and the long term sustainability of fish populations and habitat around the world."
CNL3136,JAS_ORGANIC,Organic Certifying Body - JAS (Japanese Agricultural Standards),Japanese Agricultural Standards are standards for the agriculture industry maintained by the Japanese Government. They are comparable to Japanese Industrial Standards but for food and agricultural products. Once a product has passed tests conducted by government-backed rating bureaus the JAS seal (right) is appended to the product
CNL3136,JAY_KOSHER_PAREVE,Jay Kosher Pareve,Jay Kosher Pareve Certification
CNL3136,JODSALZ_BZGA,IODIZED SALT - logo of the BZGA,"The ""Jodsiegel"" were built up by the Federal Centre for Health and Education (BZgA) on behalf of the Federal Ministry of Health. The seal is provided on packages of products by the food manufacturer, when the products made with iodized salt. With the help of the label, consumers can see the use of iodized salt directly. The logo is part of a series of awareness campaigns BZgA together with the Arbeitskreis Jodmangel (working group of iodine deficiency), which aim to make the use of iodized salt to a rule."
CNL3136,KABELKEUR,"KABELKEUR (Dutch quality mark for television and television cables, splitters and amplifiers)","Kabelkeur is the quality mark for television and television cables, splitters and amplifiers and is an initiative of the industry association of the Dutch NLkabel cable companies. The purpose of this label is to increase the quality of television and television accessories."
CNL3136,KAGFREILAND,KAGfreiland,Quality products in line with animal needs.
CNL3136,KAT,KAT-control mark for hen rearing,"This code is being deprecated. Please use ORIGIN_OF_EGGS.
 KAT is a supervisory body in hen rearing and provides for quality and traceability in egg production. The required standards by KAT go beyond the legal requirements of organic, floor and free-range rearing. They are controlled by accredited European examining institutes."
CNL3136,KEHILLA_KOSHER_CALIFORNIA_K,Kehilla Kosher California K,Kehilla Kosher California-K Certification
CNL3136,KEHILLA_KOSHER_HEART_K,Kehilla Kosher Heart K,Kehilla Kosher Heart-K Certification
CNL3136,KEMA_KEUR,KEMA KEUR (Dutch quality mark for electrical safety),KEMA quality mark is a household name in the Netherlands and is based on international standards for electrical safety. It is recognized throughout Europe.
CNL3136,KIWA,"KIWA quality mark (technical quality of products like pipes, fittings etc.)","The KIWA quality mark applies mainly to the (construction) technical qualities of a product and, depending on the product, environmental aspects. The KIWA label is mainly reflected on products from the construction sector, specially from the drinking water supply such as pipes, fittings and faucets."
CNL3136,KLASA,Klasa - Czech national mark of quality,Czech national mark of quality. The KLASA Mark has been awarded by the Ministry of Agriculture since 2003. Only the best quality food and agricultural products earn it.
CNL3136,KOF_K_KOSHER,KOF K Kosher,"KOF-K Kosher Supervision is one of the world’s most widely known kosher certification and supervision agencies, serving food producers, manufacturers, and processors around the world. KOF-K’s roster of clients includes Fortune 500 companies and the world’s largest brand names. The KOF-K trademark on a product is recognized and respected world wide as a designation of quality and purity that has been earned through full compliance with the highest of kosher standards to meet the expectations of the kosher market. The KOF-K symbol is protected under U.S. Federal law and is vigilantly guarded against unauthorized use, so that the customer can choose a KOF-K labelled product with complete confidence."
CNL3136,KOMO,"KOMO quality certificate (construction and installation sector, Netherlands)","The KOMO-quality mark is a collective mark of quality with a focus on products in the construction and installation sector and requires quality, environmental and safety aspects for the Dutch market. The trademark KOMO covers several quality marks for specific sectors (KOMO- reduction, KOMO install and KOMO climb-label). The Foundation KOMO manages the labels and the KOMO-quality certificates are submitted by certification settings."
CNL3136,KOSHER_AUSTRALIA,Kosher Australia Certification,Kosher Australia Certification
CNL3136,KOSHER_CERTIFICATION_SERVICE,Kosher Certification Service,Kosher Certification Service Certification
CNL3136,KOSHER_CHECK,Kosher Check,"Kosher Check is a non-profit global kosher certification agency headquartered in Vancouver, British Columbia, Canada. With Regional offices located throughout Asia, Europe, and North America. We currently serve hundreds of food manufacturers throughout Canada, the US, the Pacific Rim, and the Far East, through our extensive network of regional rabbinic representatives around the globe"
CNL3136,KOSHER_CHICAGO_RABBINICAL_COUNCIL_DAIRY,Kosher - Chicago Rabbinical Council (CRC) Dairy,"The largest regional Orthodox organization in North America, the cRc is a not-for-profit offering a wide variety of Jewish services including kosher certification (kosher approval for products). Kosher certification is available around the world and throughout the year, including kosher Passover supervision."
CNL3136,KOSHER_CHICAGO_RABBINICAL_COUNCIL_PAREVE,Kosher Chicago Rabbinical Council (CRC) Pareve,"The largest regional Orthodox organization in North America, the cRc is a not-for-profit offering a wide variety of Jewish services including kosher certification (kosher approval for products). Kosher certification is available around the world and throughout the year, including kosher Passover supervision."
CNL3136,KOSHER_COR_ FISH,Kosher COR Fish,Kosher COR Fish
CNL3136,KOSHER_COR_DAIRY,Kosher COR Dairy,"Kosher COR Dairy, this trademark is for Dairy."
CNL3136,KOSHER_COR_DAIRY_EQUIPMENT,Kosher COR Dairy Equipment,Kosher COR Dairy Equipment
CNL3136,KOSHER_GRAND_RABBINATE_OF_QUEBEC_PARVE,Kosher Grand Rabbinate of Quebec Parve,Certified Kosher by the Grand Rabbinate of Quebec.
CNL3136,KOSHER_GREECE,Kosher Kosher Greece,Kosher Kosher Greece
CNL3136,KOSHER_INSPECTION_SERVICE_INDIA,Kosher Inspection Service India,Kosher Inspection Service India Certification
CNL3136,KOSHER_KW_YOUNG_ISRAEL_OF_WEST_HEMPSTEAD,Kosher KW Young Israel Of West Hempstead,Kosher KW Young Israel of West Hempstead Certification
CNL3136,KOSHER_MADRID_SPAIN,Kosher Kosher Madrid Spain,Kosher Kosher Madrid Spain
CNL3136,KOSHER_OK_DAIRY,Kosher OK Dairy,OK Kosher Dairy Certification
CNL3136,KOSHER_ORGANICS,Kosher Organics,"Kosher Organics with headquarters in the United States, is a worldwide organization founded by a cross section of Rabbi’s and observant lay leaders to provide individuals and businesses focused resources on the growing kosher organic and natural products market. Our organization serves as a source of advocacy for kosher dietary laws and as a centre for environmental information, education and support for sustainable agriculture, natural health and well-being lifestyles."
CNL3136,KOSHER_ORTHODOX_JEWISH_CONGREGATION_PARVE,Kosher Orthodox Jewish Congregation Parve,The OU (Orthodox Union) Kosher Parve certification
CNL3136,KOSHER_OTTAWA_VAAD_ HAKASHRUT_CANADA,Kosher Ottawa Vaad HaKashrut Canada,"OTTAWA VAAD HaKASHRUT facilitates the availability of a wide variety of reliably kosher food, products, and services to the Ottawa Jewish Community"
CNL3136,KOSHER_PARVE_BKA,Kosher Parve B.K.A.,"Kosher Parve B.K.A. Brazil To enable the regular supply of products that require the supervision seal, Kosher Mart Produtos Alimentícios Ltda . Was created , for which special lots with a seal are billed (verified and manufactured with mashguiach monitoring ) and later passed on to the points of sale."
CNL3136,KOSHER_PARVE_NATURAL_FOOD_CERTIFIER,Kosher Parve Natural Food Certifier,"NFC (Natural food Certifier) exclusively certifies the natural, and organic products industry. Their certification includes NFC Apple Kosher"
CNL3136,KOSHER_PERU,Kosher Peru Certification,Kosher Peru Certification
CNL3136,KOSHER_STAR_K_PARVE,Kosher Star-K-Parve,Kosher Star-K-Parve
CNL3136,KOSHER_STAR_K_PARVE_PASSOVER,Kosher Star-K -Parve and Passover,"Kosher Star-K -Parve, Passover"
CNL3136,KOSHERMEX,KosherMex,"Hoshgoche Charedis of Mexico ""Koshermex"""
CNL3136,KOTT_FRAN_SVERIGE,"Kott Fran Sverige - 100 % Swedish meat (born, raised, slaughtered, processed and packed in Sweden)","Products labelled with “Kott Fran Sverige” contain 100 % Swedish meat according to the criteria that all animals must be born, raised and slaughtered in Sweden. Cultivation should have taken place in Sweden. All processing and packaging must take place in Sweden."
CNL3136,KRAV_MARK,KRAV MARK (Swedish) for organically produced products,"The KRAV-label is a registered Swedish brand. Only the companies that are authorised by an accredited certification body may use the name KRAV or the KRAV-label on a product. The label shall always be accompanied by the name of the producer. 
 This is to preserve the credability of the organically produced products."
CNL3136,KSA_KOSHER,KSA - Kosher,"Kosher Supervision of America is a not-for-profit Kashrus certification agency recognized by rabbinical associations throughout the world. KSA is the largest, recognized and accepted, kosher certification agency based in the western United States."
CNL3136,KSA_KOSHER_DAIRY,KSA D - Kosher Dairy,"Kosher Supervision of America for dairy products is a not-for-profit Kashrus certification agency recognized by rabbinical associations throughout the world. KSA is the largest, recognized and accepted, kosher certification agency based in the western United States."
CNL3136,KVBG_APPROVED,"KVBG APPROVED (safety and good functioning of natural gas lands, Belgium)",The Royal Association of Belgian Gas companies (ARGB) unites the natural gas suppliers and distribution system operators who are active in Belgium. The Association's role is to ensure the safety and good functioning of natural gas lands as well as to promote a good image for the use natural gas.
CNL3136,LAATUVASTUU,Finnish Pork Meat Certification System,Finnish Pork Meat certification system. Meat labelled with Quality Assurance is produced on farms which are members of the certified National quality system. This system provides proof of animal health and product security.
CNL3136,LABEL_OF_THE_ALLERGY_AND_ASTHMA_FEDERATION,Label of the ALLERGY and ASTHMA Federation (Finland),Allergy and Asthma Federation is a non-profit public health organisation. Our aim is to improve quality of life of the allergy and asthma patients.
CNL3136,LABEL_ROUGE,"LABEL ROUGE (high quality poultry and eggs from traditional, free-range farming)","Label Rouge products guarantee that the poultry and eggs you purchase are superior to standard products because they are produced using traditional, free-range farming methods that ensure the poultry’s welfare and protect the environment."
CNL3136,LACON,LACON (Institute for quality assurance and certification of organically produced food),Lacon Institute stands for the assurance of quality and the certification of organically produced food.
CNL3136,LAENDLE_QUALITAET,"LAENDLE-Quality seal (products from Vorarlberg, defined quality standards)","The logo stands for regional and domestic products which are produced, processed and prepared in a given geographical area using recognised quality standards. Only local products with 100 percent guarantee of origin are given this seal. It is given not only the green Ländle brand products but also other products that keep clearly defined in writing and retained quality guidelines."
CNL3136,LAIT_COLLECTE_ET_CONDITIONNE_EN_FRANCE,Milk collected and conditioned in France,"In 2015, a new logo began to appear on French milk cartons and bottles: ""Milk collected and packaged in France"". This logo was created on the initiative of French professionals in the liquid milk sector, brought together within Syndilait, and is supported by the Ministry of Agriculture and the FNPL (National Federation of Milk Producers). Two years after its launch, this logo is a great success with professionals in the sector, distributors and consumers, as it is already present on more than 60% of the bottles and cartons of milk on sale."
CNL3136,LAIT_COLLECTE_ET_TRANSFORME_EN_FRANCE,Milk collected and processed in France,"A new complementary logo for dairy products other than drinking milk. Professionals in the sector have decided to go further in this citizen, collective and responsible approach in favour of French milk by using the logo ""Milk collected and processed in France"" on other products resulting from the processing of milk such as milk drinks, cream, cheese, fresh products or butter. All of these products are now able to carry a the logo ""Milk collected and processed in France"" while the logo ""Milk collected and packaged in France"" remains reserved for drinking milk."
CNL3136,LAPIN_DE_FRANCE,Lapin de France,"The French agricultural organizations have created a common visual identity in order to highlight the French origin of agricultural products in this case rabbit: the signatures ""Agricultural Products of France"".
 
 Remarkable to their elegant silhouette in a tricolor pentagon that is available for each family of products, these signatures reflect the commitment of the professionals of the sectors to value the know-how, the territories and the French jobs.
 
 Covering a variety of productions, these signatures all have a common basis, which consists of four criteria:
 
 Origin France of the products concerned,
 The existence of specifications or regulations governing the use of the logo,
 A formal commitment from the operators of the sectors concerned wishing to use these logos,
 Controls performed by a third party."
CNL3136,LE_PORC_FRANCAIS,le Porc Francais,"The French agricultural organizations have created a common visual identity in order to highlight the French origin of agricultural products in this case pork: the signatures ""Agricultural Products of France"".
 
 Remarkable to their elegant silhouette in a tricolor pentagon that is available for each family of products, these signatures reflect the commitment of the professionals of the sectors to value the know-how, the territories and the French jobs.
 
 Covering a variety of productions, these signatures all have a common basis, which consists of four criteria:
 
 Origin France of the products concerned,
 The existence of specifications or regulations governing the use of the logo,
 A formal commitment from the operators of the sectors concerned wishing to use these logos,
 Controls performed by a third party."
CNL3136,LEAPING_BUNNY,LEAPING_BUNNY (logo for production without animal testing),"The Coalition for Consumer Information on Cosmetics (CCIC) Leaping Bunny Program administers a cruelty-free standard and the internationally recognized Leaping Bunny Logo for companies producing cosmetic, personal care, and household products. The Leaping Bunny Program provides the best assurance that no new animal testing is used in any phase of product development by the company, its laboratories, or suppliers."
CNL3136,LEGUMES_DE_FRANCE,Vegetables of France,Vegetable producers created the National Federation of Vegetable Producers in 1946. Vegetables (FNPL) to defend and promote their profession. It federates producers of vegetables and represents all vegetable production intended to be used in the production of marketed fresh. It became the Producteurs de Légumes de France in 2008. The Producteurs de Légumes de France work to defend the interests of the producers of and improving the profitability and competitiveness of their businesses by intervening on all subjects that concern them.
CNL3136,LETIS_ORGANIC,Organic Certifying Body - Letis S.A.,"Certification is a process in which an independent third party certification body, as LETIS, ensures compliance with a specific standard. At LETIS, compliance is assessed by a methodical system of audits, accredited by national and international monitoring and accreditation bodies"
CNL3136,LGA,"LGA quality mark (for various products, by Landesgewerbeanstalt Bayern, TÜV)","According to the LGA (Landesgewerbeanstalt Bayern) directive, checks are done on security, features, usability, performance, electromagnetic compatibility (EMC) and hygiene of various products. The LGA has become part of TÜV, this quality mark is therefore issued by TÜV."
CNL3136,LOCALIZE,Ontario - Localize - Shelf label program in North America,"Localize is the only Local shelf label program in North America. We are dedicated to continuously collecting, growing, and ensuring the integrity of our data. Localize’s powerful database and application contain geographical and socially relevant information that is valuable for grocers and vital to shoppers looking for information at the shelf-edge"
CNL3136,LODI_RULES_CODE,Lodi Rules “Certified Green”,"Certification: Certified Green. Regional, Califorina. First American sustainability program. Certifies the GRAPES NOT THE WINERY/WINEMAKING. Wines must contain 85% certified grapes. www.lodigrowers.com"
CNL3136,LONDON_BETH_DIN_KOSHER,London Beth Din Kosher,Court of The Chief Rabbi London Beth Din Certification
CNL3136,LOODUSSOBRALIK_TOODE_ESTONIA,Eco-friendly products (Estonia),"Eco-friendly product The sign ""eco-friendly product"" is designed to make environmentally friendly products on store shelves more as significant. When it comes to food shall be used for agriculture, natural farming methods. No use of mineral fertilizers, insect control and plant poisons."
CNL3136,LOVE_IRISH_FOOD,LOVE IRISH FOOD (manufactured in Ireland with Irish ingredients),Love Irish Food - a promotional label printed on the product packaging to indicate to the consumer that the food is manufactured in Ireland using Irish ingredients.
CNL3136,LVA,LVA - ISACert Austria (controlled for food safety),The Lebensmittel Vertrauen Analsen LVA is ISACert ISACert Austria as partner of the globally successful certification company. ISACert is the leading certifier in the area of ​​food safety.
CNL3136,MADE_GREEN_IN_ITALY,Made Green in Italy,"Certification: Life Cycle Assessment and ISO14001. National, not industry specific. Newly established with the goal of limiting the confusion around sustainability programs by using Life Cycle Assessment and ISO14001 as a tool. Does not include the standard sustainability pillars of social and financial sustainability. According to plan, will measure Organization Environmental Footprint and Product Environmental Footprint. Not yet operational. Does not collaborate with VIVA or Equalitas, which it considers confusing and non-scientific. http://www.minambiente.it/pagina/made-green-italy"
CNL3136,MADE_IN_FINLAND_FLAG_WITH_KEY,Made in Finland (flag with key logo),"Made in Finland Products that are made in Finland Avainlippu (Key Flag) Suomalaisen Työn. Key Flag Symbol is a registered collective mark. It demonstrates that the product has been manufactured or the service has been produced in Finland, creating Finnish jobs."
CNL3136,MADE_OF_PLASTIC_BEVERAGE_CUPS,Beverage cups made from single-use plastic.,Labelled/embossed on beverage cups made of plastic. Regulatory requirement of single-use plastic products have to be marked: EU regulation 2020/2151. Note: The language(s) on the label may vary by country.
CNL3136,MADE_WITH_CANADIAN_BEEF,Made with Canadian Beef,"Canada Beef Inc. is an independent national organization representing the research, marketing and promotion of the Canadian cattle and beef industry worldwide. Its efforts to maximize demand for Canadian beef and optimize the value of Canadian beef products is funded by cattle producers and the National Beef Check-Off, which in turn makes it possible to access beef industry market development funds provided by the Government of Canada and the Government of Alberta."
CNL3136,MARINE_STEWARDSHIP_COUNCIL_LABEL,MSC label for certified sustainable seafood (Marine Stewardship Council),The MSC is the world's leading certification and ecolabelling program for sustainable seafood. Look for the blue MSC ecolabel when shopping or dining out. The item is physically marked with the Marine Stewardship Council label.
CNL3136,MAX_HAVELAAR,Fairtrade Max Havelaar,Fair trade Max Havelaar symbol awarded to manufacturers which contribute to improving the living and working conditions of small farmers and agricultural workers in disadvantaged regions. This symbol may also be used in France and Switzerland.
CNL3136,MAITRE_ARTISAN,Maitre artisan,"A product containing the Maitre Artisan label that an experienced craftsman (more than 3 years experience) made the product and recognises their ability as a craftsman. Also, they have obtained a technician certificate (Obtained in 2 years of study)."
CNL3136,MCIA_ORGANIC,MCIA Organic,MCIA is an Accredited Certifying Agent (ACA) authorized by the USDA National Organic Program (NOP) to provide organic certification that allows you to display the NOP Certified Organic seal on qualified products.
CNL3136,MEHR_WEG,MEHRWEG (Reusable Packaging Initiative in Austria),Mehrweg platform for the promotion of Austrian refillable beverage containers and returnable transport packaging. In addition to the website as an information centre and forum for discussion mehrweg.at is targeted lobbying activity for reuse systems.
CNL3136,MIDWEST_KOSHER,Midwest Kosher,Midwest Kosher
CNL3136,MILIEUKEUR,MILIEUKEUR (Dutch environmental quality label),"Products and services with Milieukeur are produced with a lower impact on the environment and respect for working conditions, animal welfare and food safety. This is applicable for the Dutch market."
CNL3136,MJOLK_FRAN_SVERIGE,Mjolk Fran Sverige,"The ‘Från Sverige’, ‘Kött från Sverige’ and ‘Mjölk från Sweden’ origin labelling scheme is a joint initiative of the Swedish Food Federation, Svensk Dagligvaruhandel (Swedish Food Traders) and the Federation of Swedish Farmers (MILK)"
CNL3136,MOMS_CHOICE_AWARD,Mom’s Choice Award,"The Mom’s Choice Awards® (MCA) evaluates products and services created for children, families and educators. The program is globally recognized for establishing the benchmark of excellence in family-friendly media, products and services. The organization is based in the United States and has reviewed thousands of items from more than 55 countries."
CNL3136,MONTREAL_VAAD_HAIR_PAREVE,Montreal Vaad Hair Mk Pareve,Montreal Vaad Hair (MK) - Pareve Certification
CNL3136,MORTADELLA_BOLOGNA,Mortadella Bologna,"Since 2001, Consorzio Mortadella Bologna has brought together the major producers of this fantastic product, guaranteeing that Mortadella Bologna IGP is safe and guaranteed due to controls; is high quality, made from a traditional, simple and authentic recipe; is produced in Italy; has the characteristic, recognizable and appealing smell."
CNL3136,MPS_A,MPS-A (environmental registration certificate for most environmentally-friendly cultivation),"MPS-A is an environmental registration certificates. The qualification is awarded to participants who record their usage of crop protection agents, fertilisers, energy and waste. The qualification MPS-A stands for most environmentally-friendly cultivation. The qualifications MPS-B, MPS-C and MPS-D also exist depending on the earned points."
CNL3136,MUNDUSVINI_GOLD,MUNDUSVINI GOLD award (International Wine Awards),"The ""GOLD"" award of the Great MUNDUS VINI International Wine Awards. At least 90 points must be achieved in the judging of the wines by the international jury. Only the wines achieving the highest number of points in this range will receive the gold medal. This means that the minimum number of points required for this award may be higher."
CNL3136,MUNDUSVINI_SILVER,MUNDUSVINI SILVER award (International Wine Awards),"The ""SILVER"" award of the Great MUNDUS VINI International Wine Awards. At least 85 points must be achieved in the judging of the wines by the international jury. Only the wines achieving the highest number of points in this range will receive the gold medal. This means that the minimum number of points required for this award may be higher."
CNL3136,MUSLIM_JUDICIAL_COUNCIL_HALAAL_TRUST,Muslim Judicial Council Halaal Trust,"Internationally, the Muslim Judicial Council Halaal Trust (MJCHT) is well-known and acknowledged by various renowned Halal Certifying Bodies or Authorities (HCB) from numerous countries."
CNL3136,MY_CLIMATE,MY CLIMATE label (climate protection),"The non-profit foundation myclimate – The Climate Protection Partnership, is an international initiative with Swiss origins. Founded in 2002 as an ETH Zurich spinoff, myclimate is among the world leaders when it comes to voluntary carbon offsetting measures."
CNL3136,NCA_GLUTEN_FREE,National Celiac Association- Gluten Free,"The National Celiac Association is dedicated to educating and advocating for individuals with celiac disease and non-celiac gluten sensitivities, their families, and communities throughout the nation. https://nationalceliac.org/"
CNL3136,NAOOA_CERTIFIED_QUALITY,NAOOA Certified Quality,The North American Olive Oil Association (NAOOA) offers a Certified Quality Seal Program as a way to recognize and promote olive oils that measure up to the industry's standards of excellence.
CNL3136,NATRUE_LABEL,NATRUE label for natural and organic cosmetic products,"The NATRUE Label guarantees that the products that carry it are made only with natural and organic ingredients, through soft manufacturing processes and environmentally friendly practices. The NATRUE Label is awarded by NATRUE, a non-profit organisation committed to promote and protect high standards of quality and environmental integrity."
